INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	MOLECULAR_FORMULA	AVERAGE_MASS	ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED	BIOCONCENTRATION_FACTOR_OPERA_PRED	BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED	BOILING_POINT_DEGC_OPERA_PRED	HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED	OPERA_KM_DAYS_OPERA_PRED	OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED	SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED	OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED	MELTING_POINT_DEGC_OPERA_PRED	VAPOR_PRESSURE_MMHG_OPERA_PRED	WATER_SOLUBILITY_MOL/L_OPERA_PRED
DTXSID9095426	DSSTox_Substance_Id	DTXSID9095426	Butanedioic acid, 2-methylene-, polymer with ethyl 2-propenoate, N-(hydroxymethyl)-2-propenamide and 2-propenamide	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9095428	DSSTox_Substance_Id	DTXSID9095428	Oxirane, 2-methyl-, polymer with oxirane, ether with 1,2-propanediol (2:1), polymer with 1,3-diisocyanatomethylbenzene	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9095472	DSSTox_Substance_Id	DTXSID9095472	Cellulose, hydrogen 1,2-benzenedicarboxylate, ethyl ether, ammonium salt	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9095503	DSSTox_Substance_Id	DTXSID9095503	1,3-Benzenedicarboxylic acid, polymer with 1,3-dihydro-1,3-dioxo-5-isobenzofurancarboxylic acid, 2,2-dimethyl-1,3-propanediol, hexanedioic acid and 1,3-isobenzofurandione, compd. with 2-(dimethylamino)ethanol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9095555	DSSTox_Substance_Id	DTXSID9095555	Linseed oil, polymer with glycerol and phthalic anhydride	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9095557	DSSTox_Substance_Id	DTXSID9095557	Soybean oil, polymer with glycerol and phthalic anhydride	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9095559	DSSTox_Substance_Id	DTXSID9095559	Linseed oil, polymer with pentaerythritol and phthalic anhydride	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90955979	DSSTox_Substance_Id	DTXSID90955979	Sodium sulfate--1-(octadecyloxy)octadecane (2/1/1)	C36H74Na2O5S	665.02	1.1837e-11	51.9688	286.295	493.101	8.12324e-07	1.66265	11.6765	20416.8	3.31686	111.593	2.40602e-11	6.1565e-09
DTXSID9095713	DSSTox_Substance_Id	DTXSID9095713	Castor oil, polymer with TDI	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9095715	DSSTox_Substance_Id	DTXSID9095715	Rosin, polymer with formaldehyde and phenol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9095719	DSSTox_Substance_Id	DTXSID9095719	Rosin, polymer with p-tert-butylphenol, formaldehyde and glycerol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9095769	DSSTox_Substance_Id	DTXSID9095769	Fatty acids, C14-26, sodium salts	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90957958	DSSTox_Substance_Id	DTXSID90957958	Iridium(3+) chloride--hydrogen chloride (1/3/3)	Cl6H3Ir	407.94	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9095842	DSSTox_Substance_Id	DTXSID9095842	Fatty acids, tall-oil, polymers with maleic anhydride, pentaerythritol, phthalic anhydride and soybean oil	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9095844	DSSTox_Substance_Id	DTXSID9095844	Fatty acids, tall-oil, polymers with pentaerythritol, phthalic anhydride and trimethylolpropane	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9095846	DSSTox_Substance_Id	DTXSID9095846	Soybean oil, polymer with benzoic acid, ethylene glycol, pentaerythritol and phthalic anhydride	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9095898	DSSTox_Substance_Id	DTXSID9095898	Soybean oil, polymer with glycerol, pentaerythritol, phthalic anhydride and tall oil	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9095921	DSSTox_Substance_Id	DTXSID9095921	Amides, coco, N,N-bis(hydroxyethyl), compds. with diethanolamine dodecylbenzenesulfonate (salt)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9095923	DSSTox_Substance_Id	DTXSID9095923	Fatty acids, C12-18, compds. with N,N-bis(hydroxyethyl)coco amides and diethanolamine	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9095925	DSSTox_Substance_Id	DTXSID9095925	Amines, tallow alkyl, ethoxylated, sulfates, ammonium salts	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90960068	DSSTox_Substance_Id	DTXSID90960068	2-Ethenylbenzene-1-sulfonic acid--1,2-diethenylbenzene (1/1)	C18H18O3S	314.4	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096026	DSSTox_Substance_Id	DTXSID9096026	Naphtha (petroleum), light steam-cracked, piperylene conc., polymer	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096028	DSSTox_Substance_Id	DTXSID9096028	Distillates (petroleum), oxidized light, potassium salts	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90960482	DSSTox_Substance_Id	DTXSID90960482	2-(Dihydrazinylmethylidene)hydrazin-1-ium nitrate	CH9N7O3	167.129	2.76058e-11	2.34352	4.84625	255.959	6.28444e-09	0.114806	4.82946	12.9203	1.29554	148.332	8.86954e-10	0.0509334
DTXSID9096072	DSSTox_Substance_Id	DTXSID9096072	Formaldehyde, polymer with N1-(2-aminoethyl)-1,2-ethanediamine, 4-nonylphenol and oxirane	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096103	DSSTox_Substance_Id	DTXSID9096103	1,3-Pentanediol, 2,2,4-trimethyl-, polymer with 1,3-diisocyanatomethylbenzene	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096151	DSSTox_Substance_Id	DTXSID9096151	Siloxanes and Silicones, di-Me, hydroxy-terminated, polymers with Bu acrylate and styrene	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096153	DSSTox_Substance_Id	DTXSID9096153	Siloxanes and Silicones, di-Me, hydroxy- and methoxy-terminated	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096155	DSSTox_Substance_Id	DTXSID9096155	Siloxanes and Silicones, Me hydrogen, Me 3,3,3-trifluoropropyl	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90961818	DSSTox_Substance_Id	DTXSID90961818	Platinum(2+) nitrate--ammonia (1/2/2)	H6N4O6Pt	353.154	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096234	DSSTox_Substance_Id	DTXSID9096234	1,3-Isobenzofurandione, polymer with 2,5-furandione and 1,2-propanediol, benzoate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096238	DSSTox_Substance_Id	DTXSID9096238	Hexanedioic acid, polymer with 2,2-bis(hydroxymethyl)-1,3-propanediol, 1,3-isobenzofurandione and 1,2,3-propanetriol, isononanoate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096288	DSSTox_Substance_Id	DTXSID9096288	1,3-Benzenedicarboxylic acid, polymer with 2,2-dimethyl-1,3-propanediol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, 2,5-furandione and 1,2-propanediol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096311	DSSTox_Substance_Id	DTXSID9096311	Tall oil, compd. with ethanolamine	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096313	DSSTox_Substance_Id	DTXSID9096313	Quaternary ammonium compounds, (C16-18 and C18-unsatd. alkyl)trimethyl, chlorides	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096315	DSSTox_Substance_Id	DTXSID9096315	Glycerides, C16-18 and C18-hydroxy	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096317	DSSTox_Substance_Id	DTXSID9096317	Fatty acids, vegetable-oil, calcium salts	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096319	DSSTox_Substance_Id	DTXSID9096319	Fatty acids, tallow, esters with neopentyl glycol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096361	DSSTox_Substance_Id	DTXSID9096361	Linseed oil, polymer with glycerol, phthalic anhydride, rosin and tung oil	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096363	DSSTox_Substance_Id	DTXSID9096363	Linseed oil, polymer with glycerol, pentaerythritol, phthalic anhydride and rosin	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096367	DSSTox_Substance_Id	DTXSID9096367	Linseed oil, polymer with cresol, formaldehyde and phenol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096440	DSSTox_Substance_Id	DTXSID9096440	Siloxanes and Silicones, lauryl Me, Me 2-phenylpropyl	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096444	DSSTox_Substance_Id	DTXSID9096444	Siloxanes and Silicones, Me hydrogen, Me 2-phenylpropyl	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096446	DSSTox_Substance_Id	DTXSID9096446	Siloxanes and Silicones, Me Ph, polymers with Me Ph silsesquioxanes	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096448	DSSTox_Substance_Id	DTXSID9096448	Siloxanes and Silicones, Me methoxy, polymers with Me silsesquioxanes	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096494	DSSTox_Substance_Id	DTXSID9096494	Soybean oil, polymer with benzoic acid, pentaerythritol, phthalic anhydride and sunflower oil	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096523	DSSTox_Substance_Id	DTXSID9096523	1,3-Butadiene, 2-methyl-, homopolymer, phenol-modified	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096527	DSSTox_Substance_Id	DTXSID9096527	9-Octadecenoic acid (9Z)-, 1,2,3-propanetriyl ester, reaction products with polyethylene glycol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90965533	DSSTox_Substance_Id	DTXSID90965533	2,4,4-Trimethylpentan-2-yl 2-ethyl-2-methylheptaneperoxoate	C18H36O3	300.483	1.76669e-11	373.576	5.7343	316.852	1.93998e-07	1.03569	8.4861	2102.78	7.13291	3.52433	0.000138757	5.45939e-06
DTXSID90965634	DSSTox_Substance_Id	DTXSID90965634	Octadecanoic acid--iron (1/1)	C18H36FeO2	340.329	1.65005e-11	517.32	18.9526	382.842	6.64788e-08	1.12038	10.6209	3946.22	0.526257	175.581	7.14871e-07	2.08416e-06
DTXSID9096571	DSSTox_Substance_Id	DTXSID9096571	Quaternary ammonium compounds, coco alkylethylbis(hydroxyethyl), ethoxylated, Et sulfates (salts)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096575	DSSTox_Substance_Id	DTXSID9096575	Quaternary ammonium compounds, ethylbis(hydroxyethyl)tallow alkyl, ethoxylated, Et sulfates (salts)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096600	DSSTox_Substance_Id	DTXSID9096600	Soybean oil, polymer with glycerol, pentaerythritol, phthalic anhydride and tung oil	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096608	DSSTox_Substance_Id	DTXSID9096608	Sunflower oil, polymer with glycerol, pentaerythritol, phthalic anhydride and TDI	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90966146	DSSTox_Substance_Id	DTXSID90966146	Nickel(2+) bis(2-ethyl-2-methylheptanoate)	C20H38NiO4	401.213	1.28542e-11	3.05246	5.38186	265.277	1.68289e-06	0.352002	7.63961	137.643	-0.26332	175.9	0.00223158	0.00215989
DTXSID9096650	DSSTox_Substance_Id	DTXSID9096650	Fatty acids, soya, epoxidized, Me esters	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096654	DSSTox_Substance_Id	DTXSID9096654	Fatty acids, tall-oil, polymers with benzoic acid, bisphenol A and epichlorohydrin	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90966661	DSSTox_Substance_Id	DTXSID90966661	Sodium prop-2-enoate--prop-2-enal (1/1/1)	C6H7NaO3	150.109	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90966909	DSSTox_Substance_Id	DTXSID90966909	Formaldehyde--N~1~-(2-aminoethyl)ethane-1,2-diamine (1/1)	C5H15N3O	133.195	1.24315e-11	4.46222	3.67146	206.991	2.96485e-09	0.084375	6.76919	4.03999	1.23303	124.343	0.229679	9.63793
DTXSID9096733	DSSTox_Substance_Id	DTXSID9096733	Phosphoric acid, ammonium salt (1:?), polymer with formaldehyde and phenol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096814	DSSTox_Substance_Id	DTXSID9096814	Linseed oil, oxidized, polymer with p-tert-butylphenol, formaldehyde and phenol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90968448	DSSTox_Substance_Id	DTXSID90968448	1,3-Diisocyanato-2-methylbenzene--hydrazine (1/1)	C9H10N4O2	206.205	2.01074e-12	32.1901	4.47633	257.537	9.74379e-07	0.115739	4.13104	30.0949	1.25127	71.7445	0.0207131	0.00222335
DTXSID9096860	DSSTox_Substance_Id	DTXSID9096860	Linseed oil, polymer with glycerol, maleic anhydride, phthalic anhydride, soybean oil and vinyltoluene	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90968685	DSSTox_Substance_Id	DTXSID90968685	1,1'-Sulfanediyldi(propane-1-thiol)	C6H14S3	182.36	2.19437e-11	183.092	8.20655	242.132	3.00182e-05	0.263673	4.84234	765.895	3.07883	-16.8631	0.0276501	5.51494e-05
DTXSID90968887	DSSTox_Substance_Id	DTXSID90968887	Methyl 3-sulfanylbutanoate	C5H10O2S	134.19	7.91876e-12	3.09917	4.28845	179.866	4.37322e-08	0.0879489	3.6524	19.2086	0.738851	-28.8497	1.04884	0.198715
DTXSID9096945	DSSTox_Substance_Id	DTXSID9096945	Rosin, polymer with glycerol, maleic anhydride and soybean oil	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096991	DSSTox_Substance_Id	DTXSID9096991	Castor oil, dehydrated, polymer with glycerol, phthalic anhydride and soybean oil	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096995	DSSTox_Substance_Id	DTXSID9096995	Amines, tallow alkyl, ethoxylated, hydrochlorides	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9096997	DSSTox_Substance_Id	DTXSID9096997	2-Propenoic acid, 2-methyl-, monoester with 1,2-propanediol, polymer with 1,3-diisocyanatomethylbenzene	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097044	DSSTox_Substance_Id	DTXSID9097044	Fatty acids, tall-oil, polymers with benzoic acid, pentaerythritol, phthalic anhydride, trimellitic anhydride and trimethylolethane	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097094	DSSTox_Substance_Id	DTXSID9097094	Fatty acids, coco, diesters with polyethylene glycol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097098	DSSTox_Substance_Id	DTXSID9097098	Rosin, maleated, polymer with p-tert-butylphenol, formaldehyde, glycerol and pentaerythritol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097127	DSSTox_Substance_Id	DTXSID9097127	Rosin, fumarated, polymer with azelaic acid and glycerol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097129	DSSTox_Substance_Id	DTXSID9097129	Rosin, fumarated, polymer with bisphenol A, formaldehyde and pentaerythritol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097171	DSSTox_Substance_Id	DTXSID9097171	Linseed oil, polymer with pentaerythritol, phthalic anhydride and polymd. linseed oil	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097173	DSSTox_Substance_Id	DTXSID9097173	Linseed oil, polymer with pentaerythritol, phthalic anhydride, TDI and trimethylolpropane	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097179	DSSTox_Substance_Id	DTXSID9097179	Lard, oil, calcium salts	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097200	DSSTox_Substance_Id	DTXSID9097200	Rape oil, chlorosulfurized	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097202	DSSTox_Substance_Id	DTXSID9097202	Rosin, fumarated maleated, polymer with glycerol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097250	DSSTox_Substance_Id	DTXSID9097250	Asphalt, sapon. products with tall oil, sodium salts	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90972904	DSSTox_Substance_Id	DTXSID90972904	11-Methyldodecyl sulfanylacetate	C15H30O2S	274.46	1.53225e-11	869.167	5.68502	335.723	7.92111e-08	1.27983	8.41194	1858.99	5.74775	-82.1499	0.000124494	1.44306e-05
DTXSID90972929	DSSTox_Substance_Id	DTXSID90972929	Magnesium bis(2-ethyl-2-methylheptanoate)	C20H38MgO4	366.825	1.28542e-11	3.05246	5.38186	265.277	1.68289e-06	0.352002	7.63961	137.643	0.768137	146.04	0.00223158	0.00215989
DTXSID9097333	DSSTox_Substance_Id	DTXSID9097333	Amides, from tall-oil fatty acids and tetraethylenepentamine	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097335	DSSTox_Substance_Id	DTXSID9097335	Amides, tall-oil fatty, N-(hydroxyethyl)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097339	DSSTox_Substance_Id	DTXSID9097339	Amines, C12-14-tert-alkyl, di-Me phosphates	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097381	DSSTox_Substance_Id	DTXSID9097381	C.I. Pigment Red 231	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097383	DSSTox_Substance_Id	DTXSID9097383	C.I. Pigment Yellow 160	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097387	DSSTox_Substance_Id	DTXSID9097387	Starch, acetate, oxidized	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097389	DSSTox_Substance_Id	DTXSID9097389	C.I. Pigment Brown 34	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097414	DSSTox_Substance_Id	DTXSID9097414	Sperm oil, sulfated, compds. with diethanolamine	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097416	DSSTox_Substance_Id	DTXSID9097416	Rape oil, reaction products with diethanolamine	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097418	DSSTox_Substance_Id	DTXSID9097418	Acid chlorides, linseed-oil	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097460	DSSTox_Substance_Id	DTXSID9097460	Fatty acids, C18, esters with polyethylene glycol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097462	DSSTox_Substance_Id	DTXSID9097462	Rosin, maleated, polymer with propylene glycol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097549	DSSTox_Substance_Id	DTXSID9097549	Fatty acids, tall-oil, propoxylated	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097622	DSSTox_Substance_Id	DTXSID9097622	Ethanol, 2,2'-iminobis-, compd. with 2-methyloxirane polymer with oxirane monobutyl ether decyl phosphate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097626	DSSTox_Substance_Id	DTXSID9097626	1,3-Benzenedicarboxylic acid, polymer with hexanedioic acid, 1,2-propanediol and 1,3,5-tris(2-hydroxyethyl)-1,3,5-triazine-2,4,6(1H,3H,5H)-trione	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90976644	DSSTox_Substance_Id	DTXSID90976644	1,3-Isobenzofurandione, 5,5'-[(1-methylethylidene)bis(4,1-phenyleneoxy)]bis-, polymer with 1,3-benzenediamine	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90976684	DSSTox_Substance_Id	DTXSID90976684	N,N,N-Trimethyl-3-[(2-methylprop-2-enoyl)oxy]propan-1-aminium chloride	C10H20ClNO2	221.73	3.43001e-11	4.87645	4.29145	189.735	0.000221429	0.675136	4.45566	78.9116	-0.31073	172.247	0.174746	0.0106681
DTXSID9097670	DSSTox_Substance_Id	DTXSID9097670	Fatty acids, tallow, hydrogenated, esters with ethoxylated sorbitol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90976780	DSSTox_Substance_Id	DTXSID90976780	3-[(2-Methylfuran-3-yl)sulfanyl]butan-2-one	C9H12O2S	184.25	1.6918e-11	6.0471	3.51708	248.958	1.15358e-07	0.146138	5.76369	77.7974	2.45112	44.033	0.00369725	0.00439444
DTXSID9097703	DSSTox_Substance_Id	DTXSID9097703	Fatty acids, tall-oil, compds. with 2-(dimethylamino)ethanol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097707	DSSTox_Substance_Id	DTXSID9097707	Fatty acids, tall-oil, polymers with bisphenol A, epichlorohydrin and linoleic acid	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90977070	DSSTox_Substance_Id	DTXSID90977070	Hexahydro-2-benzofuran-1,3-dione--2,2-dimethylpropane-1,3-diol (1/1)	C13H22O5	258.314	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90977358	DSSTox_Substance_Id	DTXSID90977358	Sodium 2-cyanoethen-1-ide	C3H2NNa	75.046	4.10607e-12	4.59952	3.6819	77.4294	0.000136709	0.151972	2.44357	4.11662	-1.04168	-70.0487	106.843	1.41385
DTXSID90977439	DSSTox_Substance_Id	DTXSID90977439	2-Hydroxybenzene-1-sulfonic acid--ammonia (1/1)	C6H9NO4S	191.2	2.84197e-12	6.37567	3.85829	315.607	4.38021e-09	0.113944	7.83974	26.845	-2.37881	211.262	7.24372e-09	1.6907
DTXSID90977479	DSSTox_Substance_Id	DTXSID90977479	2,3,4,5-Tetrabromopyranthrene-8,16-dione	C30H10Br4O2	722.024	6.14613e-11	24327.7	332.62	497.576	2.13293e-06	1.26586	11.6736	74429.5	5.95756	274.848	5.8932e-11	3.84631e-08
DTXSID9097755	DSSTox_Substance_Id	DTXSID9097755	Soybean oil, polymer with glycerol, isophthalic acid and propylene glycol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097757	DSSTox_Substance_Id	DTXSID9097757	Soybean oil, polymer with glycerol, phthalic anhydride and styrene	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097759	DSSTox_Substance_Id	DTXSID9097759	Soybean oil, polymer with pentaerythritol, phthalic anhydride and trimellitic anhydride	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097834	DSSTox_Substance_Id	DTXSID9097834	Rosin, maleated, polymer with pentaerythritol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097838	DSSTox_Substance_Id	DTXSID9097838	Soybean oil, polymer with glycerol, maleic anhydride, phthalic anhydride and vinyltoluene	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90978461	DSSTox_Substance_Id	DTXSID90978461	Heptane-2-thiol	C7H16S	132.27	1.79168e-11	349.494	3.53448	168.297	0.00779587	3.49066	3.61974	226.653	3.41135	-72.0763	10.3781	6.69007e-05
DTXSID9097880	DSSTox_Substance_Id	DTXSID9097880	Resin acids and Rosin acids, nickel salts	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097888	DSSTox_Substance_Id	DTXSID9097888	2-Propenoic acid, 2-methyl-, butyl ester, polymer with butyl 2-propenoate, 2-ethylhexyl 2-propenoate and methyl 2-methyl-2-propenoate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90979079	DSSTox_Substance_Id	DTXSID90979079	Prop-2-enoic acid--prop-2-enimidic acid--ammonia (2/1/1)	C9H16N2O5	232.236	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90979094	DSSTox_Substance_Id	DTXSID90979094	Dichloro(methyl)[2-(4-methylphenyl)ethyl]silane	C10H14Cl2Si	233.21	1.79791e-11	1246.02	210.427	231.484	0.019891	28.162	5.7994	563.971	4.63963	-68.8389	0.555973	0.000168601
DTXSID9097917	DSSTox_Substance_Id	DTXSID9097917	Linseed oil, polymer with glycerol, pentaerythritol, phthalic anhydride, soybean oil, styrene and vinyltoluene	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90979175	DSSTox_Substance_Id	DTXSID90979175	1,2-Diethenylbenzene--1-C-{[(2-ethenylphenyl)methyl](methyl)amino}hexitol (1/1)	C26H35NO6	457.567	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90979514	DSSTox_Substance_Id	DTXSID90979514	Benzene, 1,3-diisocyanatomethyl-, polymer with 1,6-diisocyanatohexane	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097961	DSSTox_Substance_Id	DTXSID9097961	Cashew, nutshell liq., polymd.	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9097967	DSSTox_Substance_Id	DTXSID9097967	Castor oil, polymer with pentaerythritol and polypropylene glycol ether with sorbitol (6:1)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9098016	DSSTox_Substance_Id	DTXSID9098016	1,3-Benzenedicarboxylic acid, polymer with 1,4-benzenedicarboxylic acid, 2,2-dimethyl-1,3-propanediol and 1,6-hexanediol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9098062	DSSTox_Substance_Id	DTXSID9098062	Fatty acids, C18-unsatd., dimers, monoesters with polyethylene glycol hydrogen phthalate, esters with castor oil	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9098141	DSSTox_Substance_Id	DTXSID9098141	Methanol, 1,1',1'',1''',1'''',1'''''-(1,3,5-triazine-2,4,6-triyltrinitrilo)hexakis-, Me stearyl ethers	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9098143	DSSTox_Substance_Id	DTXSID9098143	Starch, hydrolyzed	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9098147	DSSTox_Substance_Id	DTXSID9098147	C.I. Pigment Yellow 164	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9098149	DSSTox_Substance_Id	DTXSID9098149	Phosphoric acid, mixed lauryl and myristyl esters	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9098193	DSSTox_Substance_Id	DTXSID9098193	Cashew, nutshell liq., polymer with diethylenetriamine and formaldehyde	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9098197	DSSTox_Substance_Id	DTXSID9098197	Amides, tall-oil fatty, N,N'-(iminodi-2,1-ethanediyl)bis-, ethoxylated	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9098199	DSSTox_Substance_Id	DTXSID9098199	Silicate(2-), hexafluoro-, hydrogen, compd. with 2-aminoethanol (1:2:1)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9098220	DSSTox_Substance_Id	DTXSID9098220	Fatty acids, C16-18 and C18-unsatd., compds. with triethanolamine	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID9098222	DSSTox_Substance_Id	DTXSID9098222	Fatty acids, C14-18 and C16-26-unsatd., potassium salts	-	-	-	-	-	-	-	-	-	-	-	-	-	-
